model_id,dataset_id,prompt_id,subset_id,input_type,layer,fold,direction_optimal_cut,direction_optimal_train_set_cut,direction_test_roc_auc,direction_accuracy_score,direction_f1_score,direction_precision_score,direction_recall_score,logistic_regression_optimal_cut,logistic_regression_optimal_train_set_cut,logistic_regression_test_roc_auc,logistic_regression_accuracy_score,logistic_regression_f1_score,logistic_regression_precision_score,logistic_regression_recall_score
llama3.1_8b_chat,birth_years_4k,base,main,prompt_answer,2,4,-0.35467177629470825,-0.35467177629470825,0.6280266640525439,0.6014851485148515,0.5861182519280206,0.6096256684491979,0.5643564356435643,0.5,0.47423652517555737,0.6631947848250171,0.6311881188118812,0.6169665809768637,0.6417112299465241,0.594059405940594
llama3.1_8b_chat,birth_years_4k,base,main,prompt_answer,3,0,-0.011052420362830162,-0.011052420362830162,0.5460255939055765,0.5375722543352601,0.50920245398773,0.5424836601307189,0.4797687861271676,0.5,0.4654902901823373,0.69882054194928,0.638728323699422,0.6458923512747875,0.6333333333333333,0.6589595375722543
llama3.1_8b_chat,birth_years_4k,base,main,prompt_answer,3,1,-0.4594424366950989,-0.4594424366950989,0.5741090807253378,0.5628019323671497,0.578088578088578,0.5585585585585585,0.5990338164251208,0.5,0.5305144409124757,0.7116152068893089,0.678743961352657,0.6649874055415617,0.6947368421052632,0.6376811594202898
llama3.1_8b_chat,birth_years_4k,base,main,prompt_answer,3,2,-0.08976167440414429,-0.08976167440414429,0.5440748280038136,0.5482233502538071,0.521505376344086,0.5542857142857143,0.49238578680203043,0.5,0.48407705472083995,0.6703342008297045,0.616751269035533,0.6177215189873417,0.6161616161616161,0.6192893401015228
llama3.1_8b_chat,birth_years_4k,base,main,prompt_answer,3,3,-0.1323854625225067,-0.1323854625225067,0.5269524435928965,0.5294117647058824,0.4567901234567901,0.5401459854014599,0.39572192513368987,0.5,0.4876939961370928,0.6611570247933884,0.6122994652406417,0.6070460704607046,0.6153846153846154,0.5989304812834224
llama3.1_8b_chat,birth_years_4k,base,main,prompt_answer,3,4,-0.42797890305519104,-0.42797890305519104,0.6352073326144495,0.6188118811881188,0.6206896551724138,0.6176470588235294,0.6237623762376238,0.5,0.476687786740254,0.710469561807666,0.6410891089108911,0.6329113924050633,0.6476683937823834,0.6188118811881188
llama3.1_8b_chat,birth_years_4k,base,main,prompt_answer,4,0,0.06680605560541153,0.06680605560541153,0.5568846269504495,0.5520231213872833,0.5201238390092879,0.56,0.48554913294797686,0.5,0.6524754898150359,0.7390490828293629,0.6878612716763006,0.6931818181818182,0.6815642458100558,0.7052023121387283
llama3.1_8b_chat,birth_years_4k,base,main,prompt_answer,4,1,-0.4098641872406006,-0.4098641872406006,0.5855679245723354,0.5652173913043478,0.589041095890411,0.5584415584415584,0.6231884057971014,0.5,0.6476514533197699,0.7307288384793109,0.6908212560386473,0.6831683168316832,0.700507614213198,0.6666666666666666
llama3.1_8b_chat,birth_years_4k,base,main,prompt_answer,4,2,0.0025973012670874596,0.0025973012670874596,0.5528614496637377,0.5736040609137056,0.5434782608695652,0.5847953216374269,0.5076142131979695,0.5,0.6758646106595442,0.7237754129196836,0.6928934010152284,0.6952141057934509,0.69,0.700507614213198
llama3.1_8b_chat,birth_years_4k,base,main,prompt_answer,4,3,-0.02760956436395645,-0.02760956436395645,0.537533243730161,0.5374331550802139,0.4676923076923077,0.5507246376811594,0.40641711229946526,0.5,0.6824447621081541,0.6652749578197832,0.6149732620320856,0.5932203389830508,0.6287425149700598,0.5614973262032086
llama3.1_8b_chat,birth_years_4k,base,main,prompt_answer,4,4,-0.3490335941314697,-0.3490335941314697,0.6507450249975493,0.6386138613861386,0.6313131313131313,0.6443298969072165,0.6188118811881188,0.5,0.7017684660627171,0.7146358200176454,0.6485148514851485,0.6321243523316062,0.6630434782608695,0.6039603960396039
llama3.1_8b_chat,birth_years_4k,base,main,prompt_answer,5,0,0.15822944045066833,0.15822944045066833,0.5620635504026196,0.5606936416184971,0.5220125786163522,0.5724137931034483,0.4797687861271676,0.5,0.6088967795115743,0.7792442113000768,0.7109826589595376,0.7058823529411765,0.718562874251497,0.6936416184971098
llama3.1_8b_chat,birth_years_4k,base,main,prompt_answer,5,1,-0.3248051404953003,-0.3248051404953003,0.5894886695138744,0.5869565217391305,0.5714285714285714,0.59375,0.5507246376811594,0.5,0.6313728131106043,0.6945086233050946,0.6690821256038647,0.6633906633906634,0.675,0.6521739130434783
llama3.1_8b_chat,birth_years_4k,base,main,prompt_answer,5,2,0.10646398365497589,0.10646398365497589,0.5577056868252209,0.5862944162436549,0.5484764542936288,0.6036585365853658,0.5025380710659898,0.5,0.5880616747911257,0.7304748898451391,0.6700507614213198,0.6542553191489362,0.6871508379888268,0.6243654822335025
llama3.1_8b_chat,birth_years_4k,base,main,prompt_answer,5,3,0.06949993968009949,0.06949993968009949,0.5421945151419829,0.5347593582887701,0.45625,0.5488721804511278,0.39037433155080214,0.5,0.6405956622639719,0.7397981068946782,0.6764705882352942,0.6629526462395543,0.6918604651162791,0.6363636363636364
llama3.1_8b_chat,birth_years_4k,base,main,prompt_answer,5,4,-0.3142102062702179,-0.3142102062702179,0.6424370159788255,0.6138613861386139,0.6060606060606061,0.6185567010309279,0.594059405940594,0.5,0.641470631621475,0.7093912361533182,0.6806930693069307,0.6766917293233082,0.6852791878172588,0.6683168316831684
llama3.1_8b_chat,birth_years_4k,base,main,prompt_answer,6,0,0.010909506119787693,0.010909506119787693,0.5729559958568613,0.5838150289017341,0.5636363636363636,0.5923566878980892,0.5375722543352601,0.5,0.6134468256565464,0.7925089378195062,0.7312138728323699,0.7272727272727273,0.7380952380952381,0.7167630057803468
llama3.1_8b_chat,birth_years_4k,base,main,prompt_answer,6,1,-0.5027846693992615,-0.5027846693992615,0.5886718476510537,0.5797101449275363,0.6009174311926605,0.5720524017467249,0.6328502415458938,0.5,0.663754415636708,0.7160027071810311,0.6690821256038647,0.6776470588235294,0.6605504587155964,0.6956521739130435
llama3.1_8b_chat,birth_years_4k,base,main,prompt_answer,6,2,0.0107572665438056,0.0107572665438056,0.5701770207941458,0.5913705583756346,0.5796344647519582,0.5967741935483871,0.5634517766497462,0.5,0.6715535711728132,0.738694632688294,0.7131979695431472,0.7139240506329114,0.7121212121212122,0.7157360406091371
llama3.1_8b_chat,birth_years_4k,base,main,prompt_answer,6,3,-0.048545077443122864,-0.048545077443122864,0.5530612828505248,0.5641711229946524,0.516320474777448,0.58,0.46524064171123,0.5,0.6383062441743839,0.7219537304469674,0.6550802139037433,0.6406685236768802,0.6686046511627907,0.6149732620320856
llama3.1_8b_chat,birth_years_4k,base,main,prompt_answer,6,4,-0.4345252513885498,-0.4345252513885498,0.6540290167630625,0.6287128712871287,0.6376811594202898,0.6226415094339622,0.6534653465346535,0.5,0.6508358859980106,0.7530144103519263,0.7079207920792079,0.7064676616915423,0.71,0.7029702970297029
llama3.1_8b_chat,birth_years_4k,base,main,prompt_answer,7,0,0.08888018131256104,0.08888018131256104,0.6035617628387183,0.6213872832369942,0.6135693215339233,0.6265060240963856,0.6011560693641619,0.5,0.5575524456114834,0.7822513281432725,0.7312138728323699,0.7304347826086957,0.7325581395348837,0.7283236994219653
llama3.1_8b_chat,birth_years_4k,base,main,prompt_answer,7,1,-0.4975910484790802,-0.4975910484790802,0.6158136712642068,0.5942028985507246,0.6233183856502242,0.5815899581589958,0.6714975845410628,0.5,0.4934636743523735,0.7428878153515834,0.6932367149758454,0.702576112412178,0.6818181818181818,0.7246376811594203
llama3.1_8b_chat,birth_years_4k,base,main,prompt_answer,7,2,0.17353934049606323,0.17353934049606323,0.5858692571310778,0.6015228426395939,0.579088471849866,0.6136363636363636,0.5482233502538071,0.5,0.48328553189534135,0.7532788786106316,0.7055837563451777,0.6979166666666666,0.7165775401069518,0.6802030456852792
llama3.1_8b_chat,birth_years_4k,base,main,prompt_answer,7,3,-0.022137627005577087,-0.022137627005577087,0.5794560896794303,0.5882352941176471,0.5549132947976878,0.6037735849056604,0.5133689839572193,0.5,0.560050270205776,0.7314764505705054,0.6657754010695187,0.6575342465753424,0.6741573033707865,0.6417112299465241
llama3.1_8b_chat,birth_years_4k,base,main,prompt_answer,7,4,-0.33811187744140625,-0.33811187744140625,0.6820654837761003,0.6608910891089109,0.6600496277915633,0.6616915422885572,0.6584158415841584,0.5,0.5246005708506749,0.7748505048524654,0.7277227722772277,0.729064039408867,0.7254901960784313,0.7326732673267327
llama3.1_8b_chat,birth_years_4k,base,main,prompt_answer,8,0,-0.22063641250133514,-0.22063641250133514,0.6249791172441445,0.6329479768786127,0.6666666666666666,0.6105769230769231,0.7341040462427746,0.5,0.445049790597526,0.80189782485215,0.7369942196531792,0.736231884057971,0.7383720930232558,0.7341040462427746
llama3.1_8b_chat,birth_years_4k,base,main,prompt_answer,8,1,-0.978701651096344,-0.978701651096344,0.6275525683213143,0.6038647342995169,0.6693548387096774,0.5743944636678201,0.8019323671497585,0.5,0.594434603087414,0.7499124833718407,0.7053140096618358,0.7109004739336493,0.6976744186046512,0.7246376811594203
llama3.1_8b_chat,birth_years_4k,base,main,prompt_answer,8,2,-0.2835097312927246,-0.2835097312927246,0.628050194542503,0.6345177664974619,0.6470588235294118,0.6255924170616114,0.6700507614213198,0.5,0.5539399371275708,0.7409879151743152,0.700507614213198,0.6910994764397905,0.7135135135135136,0.6700507614213198
llama3.1_8b_chat,birth_years_4k,base,main,prompt_answer,8,3,-0.19772811233997345,-0.19772811233997345,0.6271268838113757,0.6176470588235294,0.6038781163434903,0.6264367816091954,0.5828877005347594,0.5,0.6411184236935374,0.7416282993508537,0.6577540106951871,0.6595744680851063,0.656084656084656,0.6631016042780749
llama3.1_8b_chat,birth_years_4k,base,main,prompt_answer,8,4,-0.8453150987625122,-0.8453150987625122,0.6948093324183904,0.6485148514851485,0.7113821138211383,0.603448275862069,0.8663366336633663,0.5,0.6289609888153647,0.7488236447407117,0.7178217821782178,0.7135678391959799,0.7244897959183674,0.7029702970297029
llama3.1_8b_chat,birth_years_4k,base,main,prompt_answer,9,0,-0.2586402893066406,-0.2586402893066406,0.6355708510140666,0.6213872832369942,0.6543535620052771,0.6019417475728155,0.7167630057803468,0.5,0.5941388982969406,0.7910053793979084,0.7254335260115607,0.7262247838616714,0.7241379310344828,0.7283236994219653
llama3.1_8b_chat,birth_years_4k,base,main,prompt_answer,9,1,-1.0461013317108154,-1.0461013317108154,0.6419986464094845,0.6038647342995169,0.6706827309236948,0.5738831615120275,0.8067632850241546,0.5,0.6480417737709818,0.7649886811827581,0.7198067632850241,0.7198067632850241,0.7198067632850241,0.7198067632850241
llama3.1_8b_chat,birth_years_4k,base,main,prompt_answer,9,2,-0.3675675392150879,-0.3675675392150879,0.6611095364477313,0.6446700507614214,0.6585365853658537,0.6338028169014085,0.6852791878172588,0.5,0.6396730416269834,0.7302429848746423,0.700507614213198,0.6927083333333334,0.7112299465240641,0.6751269035532995
llama3.1_8b_chat,birth_years_4k,base,main,prompt_answer,9,3,-0.27589476108551025,-0.27589476108551025,0.6475163716434558,0.6122994652406417,0.6027397260273972,0.6179775280898876,0.5882352941176471,0.5,0.6521039051598146,0.7306185478566731,0.6818181818181818,0.6860158311345647,0.6770833333333334,0.6951871657754011
llama3.1_8b_chat,birth_years_4k,base,main,prompt_answer,9,4,-0.5270905494689941,-0.5270905494689941,0.7051024409371631,0.6460396039603961,0.680089485458613,0.6204081632653061,0.7524752475247525,0.5,0.6736504262704047,0.7563964317223801,0.6905940594059405,0.6835443037974683,0.6994818652849741,0.6683168316831684
llama3.1_8b_chat,birth_years_4k,base,main,prompt_answer,10,0,-1.0582363605499268,-1.0582363605499268,0.6253466537472017,0.6098265895953757,0.6823529411764706,0.5753968253968254,0.838150289017341,0.5,0.622531069381068,0.7975876240435698,0.7196531791907514,0.7188405797101449,0.7209302325581395,0.7167630057803468
llama3.1_8b_chat,birth_years_4k,base,main,prompt_answer,10,1,-1.4365220069885254,-1.4365220069885254,0.636537608812341,0.6256038647342995,0.6966731898238747,0.5855263157894737,0.8599033816425121,0.5,0.6483974693746005,0.7633083619220986,0.7004830917874396,0.7061611374407583,0.6930232558139535,0.7198067632850241
llama3.1_8b_chat,birth_years_4k,base,main,prompt_answer,10,2,-0.7261612415313721,-0.7261612415313721,0.6531474657940168,0.649746192893401,0.6946902654867256,0.615686274509804,0.7969543147208121,0.5,0.663942863326501,0.7561132726944781,0.7182741116751269,0.7116883116883117,0.7287234042553191,0.6954314720812182
llama3.1_8b_chat,birth_years_4k,base,main,prompt_answer,10,3,0.04078838229179382,0.04078838229179382,0.635963281763848,0.56951871657754,0.5250737463126843,0.5855263157894737,0.47593582887700536,0.5,0.6418351117555854,0.7401412679802111,0.7005347593582888,0.6956521739130435,0.7071823204419889,0.6844919786096256
llama3.1_8b_chat,birth_years_4k,base,main,prompt_answer,10,4,-1.3632112741470337,-1.3632112741470337,0.6977992353690814,0.655940594059406,0.7247524752475247,0.6039603960396039,0.905940594059406,0.5,0.6485009272117144,0.7637241446916968,0.7004950495049505,0.6936708860759494,0.7098445595854922,0.6782178217821783
llama3.1_8b_chat,birth_years_4k,base,main,prompt_answer,11,0,-0.9619144797325134,-0.9619144797325134,0.6498045374051923,0.6069364161849711,0.6792452830188679,0.5737051792828686,0.8323699421965318,0.5,0.6320499848973027,0.8019312372615188,0.7398843930635838,0.7272727272727273,0.7643312101910829,0.6936416184971098
llama3.1_8b_chat,birth_years_4k,base,main,prompt_answer,11,1,-1.335362195968628,-1.335362195968628,0.6578449905482041,0.6256038647342995,0.693069306930693,0.587248322147651,0.8454106280193237,0.5,0.6381207493976409,0.7714299050152863,0.7053140096618358,0.7122641509433962,0.695852534562212,0.7294685990338164
llama3.1_8b_chat,birth_years_4k,base,main,prompt_answer,11,2,-0.8576030135154724,-0.8576030135154724,0.6635574222474169,0.6675126903553299,0.7182795698924731,0.6231343283582089,0.8477157360406091,0.5,0.6510059906984497,0.7550052822798835,0.7106598984771574,0.7046632124352331,0.7195767195767195,0.6903553299492385
llama3.1_8b_chat,birth_years_4k,base,main,prompt_answer,11,3,-0.37822896242141724,-0.37822896242141724,0.6523778203551718,0.6310160427807486,0.6387434554973822,0.6256410256410256,0.6524064171122995,0.5,0.6458884946808601,0.7515227773170522,0.6684491978609626,0.6612021857923497,0.6759776536312849,0.6470588235294118
llama3.1_8b_chat,birth_years_4k,base,main,prompt_answer,11,4,-1.3074591159820557,-1.3074591159820557,0.7058131555729831,0.6534653465346535,0.7233201581027668,0.6019736842105263,0.905940594059406,0.5,0.6551242717227022,0.7514949514753456,0.693069306930693,0.696078431372549,0.6893203883495146,0.7029702970297029
llama3.1_8b_chat,birth_years_4k,base,main,prompt_answer,12,0,-1.2396694421768188,-1.2396694421768188,0.6703197567576598,0.6127167630057804,0.6968325791855203,0.5724907063197026,0.8901734104046243,0.5,0.6542593507188457,0.7986234087340038,0.7196531791907514,0.7188405797101449,0.7209302325581395,0.7167630057803468
llama3.1_8b_chat,birth_years_4k,base,main,prompt_answer,12,1,-1.3984272480010986,-1.3984272480010986,0.6683236481598169,0.6352657004830918,0.7067961165048544,0.5909090909090909,0.8792270531400966,0.5,0.6221600976710268,0.7666923382109267,0.7198067632850241,0.7289719626168224,0.7058823529411765,0.7536231884057971
llama3.1_8b_chat,birth_years_4k,base,main,prompt_answer,12,2,-0.7582428455352783,-0.7582428455352783,0.6864902471076297,0.6725888324873096,0.720173535791757,0.6287878787878788,0.8426395939086294,0.5,0.7155007330591724,0.7640238089103044,0.7106598984771574,0.7,0.726775956284153,0.6751269035532995
llama3.1_8b_chat,birth_years_4k,base,main,prompt_answer,12,3,-0.4491521120071411,-0.4491521120071411,0.6676198919042581,0.6256684491978609,0.6373056994818653,0.6180904522613065,0.6577540106951871,0.5,0.6407293121592135,0.7641339472103864,0.7112299465240641,0.7032967032967034,0.7231638418079096,0.6844919786096256
llama3.1_8b_chat,birth_years_4k,base,main,prompt_answer,12,4,-1.2313501834869385,-1.2313501834869385,0.7189981374375062,0.650990099009901,0.7196819085487077,0.6013289036544851,0.8960396039603961,0.5,0.6259024893467928,0.763037937457112,0.7004950495049505,0.7012345679012346,0.6995073891625616,0.7029702970297029
llama3.1_8b_chat,birth_years_4k,base,main,prompt_answer,13,0,0.15501311421394348,0.15501311421394348,0.6879280964950384,0.6445086705202312,0.6455331412103746,0.6436781609195402,0.6473988439306358,0.5,0.625830365817259,0.7944802699722676,0.7138728323699421,0.7163323782234957,0.7102272727272727,0.7225433526011561
llama3.1_8b_chat,birth_years_4k,base,main,prompt_answer,13,1,-1.3501027822494507,-1.3501027822494507,0.6787789680039207,0.6256038647342995,0.6990291262135923,0.5844155844155844,0.8695652173913043,0.5,0.5983829212165455,0.7581973908375925,0.6835748792270532,0.6946386946386947,0.6711711711711712,0.7198067632850241
llama3.1_8b_chat,birth_years_4k,base,main,prompt_answer,13,2,-0.5252516269683838,-0.5252516269683838,0.7019505784740653,0.6751269035532995,0.7023255813953488,0.648068669527897,0.766497461928934,0.5,0.6500255867674462,0.7725012239428998,0.7461928934010152,0.7409326424870466,0.7566137566137566,0.7258883248730964
llama3.1_8b_chat,birth_years_4k,base,main,prompt_answer,13,3,-0.4249151349067688,-0.4249151349067688,0.6769996282421573,0.6443850267379679,0.6545454545454545,0.6363636363636364,0.6737967914438503,0.5,0.6844959309753872,0.7798621636306442,0.7005347593582888,0.6923076923076923,0.711864406779661,0.6737967914438503
llama3.1_8b_chat,birth_years_4k,base,main,prompt_answer,13,4,-1.1998569965362549,-1.1998569965362549,0.7315214194686797,0.6584158415841584,0.7250996015936255,0.6066666666666667,0.900990099009901,0.5,0.6282164846463014,0.7901431232232135,0.7277227722772277,0.717948717948718,0.7446808510638298,0.693069306930693
llama3.1_8b_chat,birth_years_4k,base,main,prompt_answer,14,0,-0.2519568204879761,-0.2519568204879761,0.7434595208660497,0.6994219653179191,0.7277486910994765,0.6650717703349283,0.8034682080924855,0.5,0.6768307809378779,0.7916068027665475,0.6994219653179191,0.7078651685393258,0.6885245901639344,0.7283236994219653
llama3.1_8b_chat,birth_years_4k,base,main,prompt_answer,14,1,-0.3225101828575134,-0.3225101828575134,0.7353263786786155,0.6497584541062802,0.672686230248307,0.6313559322033898,0.7198067632850241,0.5,0.7056783523204507,0.7836122196550678,0.7077294685990339,0.6997518610421837,0.7193877551020408,0.6811594202898551
llama3.1_8b_chat,birth_years_4k,base,main,prompt_answer,14,2,-0.5590844750404358,-0.5590844750404358,0.7233889046355227,0.6878172588832487,0.7210884353741497,0.6516393442622951,0.8071065989847716,0.5,0.6991682553224554,0.7917493364941122,0.7182741116751269,0.7131782945736435,0.7263157894736842,0.700507614213198
llama3.1_8b_chat,birth_years_4k,base,main,prompt_answer,14,3,-0.6805589199066162,-0.6805589199066162,0.7102862535388487,0.6631016042780749,0.7,0.630901287553648,0.786096256684492,0.5,0.6975961275786109,0.7751722954616946,0.6951871657754011,0.6902173913043478,0.7016574585635359,0.679144385026738
llama3.1_8b_chat,birth_years_4k,base,main,prompt_answer,14,4,-0.4830138385295868,-0.4830138385295868,0.7806832663464366,0.7004950495049505,0.734065934065934,0.6600790513833992,0.8267326732673267,0.5,0.6904188356640776,0.7952651700813644,0.7475247524752475,0.7411167512690355,0.7604166666666666,0.7227722772277227
llama3.1_8b_chat,birth_years_4k,base,main,prompt_answer,15,0,-0.04695160686969757,-0.04695160686969757,0.7347722944301514,0.6820809248554913,0.7010869565217391,0.6615384615384615,0.7456647398843931,0.5,0.6435435067932969,0.7826522770556985,0.708092485549133,0.7202216066481995,0.6914893617021277,0.7514450867052023
llama3.1_8b_chat,birth_years_4k,base,main,prompt_answer,15,1,-0.3389522135257721,-0.3389522135257721,0.722117202268431,0.6376811594202898,0.6621621621621622,0.620253164556962,0.7101449275362319,0.5,0.6365926548138611,0.7649886811827581,0.6908212560386473,0.69377990430622,0.6872037914691943,0.7004830917874396
llama3.1_8b_chat,birth_years_4k,base,main,prompt_answer,15,2,-0.6900635957717896,-0.6900635957717896,0.7140611713777733,0.6776649746192893,0.7107061503416856,0.6446280991735537,0.7918781725888325,0.5,0.6660051727771367,0.7940941534180217,0.7385786802030457,0.7418546365914787,0.7326732673267327,0.751269035532995
llama3.1_8b_chat,birth_years_4k,base,main,prompt_answer,15,3,-0.7892224192619324,-0.7892224192619324,0.6970459549887044,0.6631016042780749,0.704225352112676,0.6276150627615062,0.8021390374331551,0.5,0.6639001416053949,0.7892704967256715,0.713903743315508,0.7052341597796143,0.7272727272727273,0.6844919786096256
llama3.1_8b_chat,birth_years_4k,base,main,prompt_answer,15,4,-0.3957480192184448,-0.3957480192184448,0.774360356827762,0.7079207920792079,0.7230046948356808,0.6875,0.7623762376237624,0.5,0.6780577981717888,0.7718360945005391,0.7178217821782178,0.7061855670103093,0.7365591397849462,0.6782178217821783
llama3.1_8b_chat,birth_years_4k,base,main,prompt_answer,16,0,-0.029446721076965332,-0.029446721076965332,0.7574259079822246,0.6994219653179191,0.7142857142857143,0.680628272251309,0.7514450867052023,0.5,0.7220296970365682,0.7691202512613184,0.708092485549133,0.7154929577464789,0.6978021978021978,0.7341040462427746
llama3.1_8b_chat,birth_years_4k,base,main,prompt_answer,16,1,-0.052017003297805786,-0.052017003297805786,0.747065275735723,0.6714975845410628,0.6699029126213593,0.6731707317073171,0.6666666666666666,0.5,0.6888545060991276,0.7877430045041892,0.7222222222222222,0.7201946472019465,0.7254901960784313,0.714975845410628
llama3.1_8b_chat,birth_years_4k,base,main,prompt_answer,16,2,-0.9123117923736572,-0.9123117923736572,0.7366332551727692,0.6928934010152284,0.7352297592997812,0.6461538461538462,0.8527918781725888,0.5,0.7109963933722366,0.7892499162565385,0.7106598984771574,0.7015706806282722,0.7243243243243244,0.6802030456852792
llama3.1_8b_chat,birth_years_4k,base,main,prompt_answer,16,3,-0.7798047661781311,-0.7798047661781311,0.7139466384511997,0.660427807486631,0.7011764705882353,0.6260504201680672,0.7967914438502673,0.5,0.7068755012991764,0.7695673310646574,0.7112299465240641,0.7016574585635359,0.7257142857142858,0.679144385026738
llama3.1_8b_chat,birth_years_4k,base,main,prompt_answer,16,4,-0.5447575449943542,-0.5447575449943542,0.7942113518282521,0.7153465346534653,0.7438752783964365,0.6761133603238867,0.8267326732673267,0.5,0.713085527684932,0.7935986667973727,0.7277227722772277,0.7135416666666666,0.7527472527472527,0.6782178217821783
llama3.1_8b_chat,birth_years_4k,base,main,prompt_answer,17,0,-0.42329734563827515,-0.42329734563827515,0.7837214741555014,0.7254335260115607,0.7545219638242894,0.6822429906542056,0.8439306358381503,0.5,0.7398333697780314,0.7901700691636875,0.7167630057803468,0.7247191011235955,0.7049180327868853,0.7456647398843931
llama3.1_8b_chat,birth_years_4k,base,main,prompt_answer,17,1,-0.26145297288894653,-0.26145297288894653,0.7820252514644449,0.714975845410628,0.7216981132075472,0.7050691244239631,0.7391304347826086,0.5,0.6670730039469704,0.7841956638427968,0.7198067632850241,0.7184466019417476,0.7219512195121951,0.714975845410628
